,name,company,year,mileage,kms_driven,fuel_type,Price
3773,Maruti Wagon R VXI,Maruti,2015,21.5,49818,Petrol,411000.00000000006
3777,Toyota Etios Liva GD,Toyota,2015,23.59,49894,Diesel,527000.0
3778,Mahindra Thar DI 4X4,Mahindra,2019,18.06,13024,Diesel,911000.0
3780,Toyota Innova Crysta 2.8,Toyota,2017,11.36,26023,Diesel,1997000.0
3781,Hyundai Creta 1.4 CRDi,Hyundai,2016,21.38,42784,Diesel,1017000.0
3783,Hyundai Verna 1.6 CRDI,Hyundai,2019,23.9,30529,Diesel,1428000.0
3784,Maruti Alto LXi BSIII,Maruti,2012,19.7,14814,Petrol,247000.00000000003
3788,Hyundai EON Era,Hyundai,2016,21.1,30000,Petrol,325000.0
3789,Tata Zest Quadrajet 1.3,Tata,2017,20.65,27768,Diesel,585000.0
3794,Maruti Baleno RS 1.0,Maruti,2018,21.1,18678,Petrol,832000.0
3795,Mercedes-Benz E-Class 2009-2013 E250,Mercedes-Benz,2014,14.21,30000,Diesel,2600000.0
3798,Hyundai Grand i10 Asta,Hyundai,2017,18.9,13000,Petrol,515000.00000000006
3800,Hyundai i20 Magna 1.4,Hyundai,2015,21.9,45000,Diesel,345000.0
3806,Honda CR-V AT With,Honda,2013,14.0,27000,Petrol,1199000.0
3807,Honda Mobilio V i,Honda,2014,24.2,45000,Diesel,500000.0
3809,Hyundai Grand i10 Sportz,Hyundai,2013,18.9,26000,Petrol,375000.0
3810,Jaguar XF 3.0 Litre,Jaguar,2014,14.74,30900,Diesel,2950000.0
3811,Honda Amaze VX i-Vtech,Honda,2014,18.0,48000,Petrol,475000.0
3813,Hyundai i20 1.2 Spotz,Hyundai,2017,18.6,5000,Petrol,695000.0
3814,Volkswagen Ameo 1.2 MPI,Volkswagen,2016,17.0,16000,Petrol,540000.0
3816,Maruti Alto K10 VXI,Maruti,2011,24.07,28300,Petrol,215000.0
3817,Maruti Alto Std,Maruti,2005,19.7,49000,Petrol,90000.0
3818,Maruti Wagon R VXI,Maruti,2016,20.51,12501,Petrol,350000.0
3822,Hyundai i20 Magna,Hyundai,2010,18.5,38000,Petrol,223000.0
3823,Hyundai Xcent 1.2 Kappa,Hyundai,2016,19.1,50000,Petrol,250000.0
3825,Mahindra XUV500 W8 2WD,Mahindra,2014,15.1,31000,Diesel,950000.0
3829,Hyundai Verna 1.6 SX,Hyundai,2013,17.01,41500,Petrol,500000.0
3832,Audi A6 35 TFSI,Audi,2018,15.26,22000,Petrol,4150000.0
3833,Maruti Wagon R LXI,Maruti,2017,20.51,8000,Petrol,300000.0
3834,Maruti Vitara Brezza ZDi,Maruti,2018,24.3,28741,Diesel,1100000.0
3836,Maruti Dzire New,Maruti,2016,26.59,30500,Diesel,765000.0
3837,Hyundai Verna VTVT 1.6,Hyundai,2018,17.0,5000,Petrol,869999.9999999999
3838,Maruti Ertiga ZDI Plus,Maruti,2016,25.47,42000,Diesel,990000.0
3839,Hyundai Accent GLE,Hyundai,2010,13.2,32773,Petrol,204999.99999999997
3840,Hyundai i20 1.2 Sportz,Hyundai,2016,17.0,19008,Petrol,525000.0
3841,Hyundai Verna VTVT 1.6,Hyundai,2012,17.0,32542,Petrol,577000.0
3849,Honda Brio V MT,Honda,2013,19.4,50000,Petrol,325000.0
3850,Hyundai Sonata GOLD,Hyundai,2003,11.7,44200,Petrol,150000.0
3852,Mahindra XUV500 W8 4WD,Mahindra,2013,16.0,49000,Diesel,900000.0
3853,Hyundai i10 Sportz 1.1L,Hyundai,2016,19.81,7200,Petrol,359000.0
3854,Maruti Ciaz ZXi Plus,Maruti,2016,20.73,43152,Petrol,735000.0
3856,Hyundai Grand i10 Sportz,Hyundai,2017,18.9,23540,Petrol,602000.0
3859,Mahindra XUV500 W8 2WD,Mahindra,2015,15.1,39335,Diesel,1263000.0
3862,Hyundai i20 Sportz 1.2,Hyundai,2015,18.6,35000,Petrol,443000.0
3863,Mercedes-Benz CLA 200 CDI,Mercedes-Benz,2016,17.9,32345,Diesel,2451000.0
3864,Hyundai EON Magna,Hyundai,2014,22.0,47000,Petrol,265000.0
3866,Toyota Etios G Safety,Toyota,2011,17.6,36000,Petrol,320000.0
3868,Maruti Alto LXi,Maruti,2008,19.7,38000,Petrol,110000.00000000001
3870,Ford Ecosport 1.5 DV5,Ford,2015,22.7,45000,Diesel,890000.0
3874,Mahindra XUV500 AT W10,Mahindra,2018,16.0,25948,Diesel,1646000.0
3875,Honda Jazz 1.2 VX,Honda,2016,18.7,28500,Petrol,595000.0
3876,Honda City i VTEC,Honda,2015,17.8,28004,Petrol,710000.0
3877,Fiat Grande Punto 1.2,Fiat,2011,15.7,25000,Petrol,125000.0
3878,Maruti Estilo LXI,Maruti,2010,19.5,40000,Petrol,250000.0
3880,Nissan Micra XL,Nissan,2013,18.44,30000,Petrol,325000.0
3881,Honda City 1.5 V,Honda,2010,17.0,27800,Petrol,500000.0
3882,Toyota Etios VX,Toyota,2016,16.78,33415,Petrol,658000.0
3883,BMW 3 Series 320d,BMW,2013,18.88,38000,Diesel,1950000.0
3884,Honda Jazz 1.2 SV,Honda,2017,18.7,41981,Petrol,614000.0
3894,Toyota Etios GD,Toyota,2013,23.59,46496,Diesel,530000.0
3896,Maruti Ertiga LXI,Maruti,2012,16.02,28002,Petrol,575000.0
3900,Maruti Swift Dzire VXI,Maruti,2014,19.1,45000,Petrol,399000.0
3902,Hyundai Grand i10 CRDi,Hyundai,2014,24.0,43068,Diesel,350000.0
3903,Toyota Innova Crysta 2.8,Toyota,2016,11.36,40000,Diesel,1645000.0
3905,Hyundai Grand i10 AT,Hyundai,2014,18.9,21000,Petrol,540000.0
3906,Maruti Baleno Alpha Diesel,Maruti,2018,27.39,2000,Diesel,869999.9999999999
3907,Skoda Superb Style 1.8,Skoda,2016,14.67,14500,Petrol,2075000.0
3909,Maruti Ritz VDi,Maruti,2011,21.1,35888,Diesel,189000.0
3911,Honda Civic 2010-2013 1.8,Honda,2012,14.8,47000,Petrol,395000.0
3913,Hyundai Elantra CRDi SX,Hyundai,2014,22.7,45000,Diesel,700000.0
3917,Volkswagen Polo 1.5 TDI,Volkswagen,2014,20.14,32400,Diesel,395000.0
3920,Hyundai EON D Lite,Hyundai,2014,21.1,45407,Petrol,339000.0
3922,Maruti Ignis 1.3 Zeta,Maruti,2017,26.8,19000,Diesel,591000.0
3923,Maruti Ciaz Alpha,Maruti,2017,21.56,19416,Petrol,825000.0
3924,Maruti Swift Dzire VXi,Maruti,2012,17.5,15500,Petrol,375000.0
3925,Honda City i VTEC,Honda,2017,18.0,12538,Petrol,1250000.0
3927,Honda Brio S MT,Honda,2015,19.4,44328,Petrol,380000.0
3934,Maruti Wagon R VXI,Maruti,2010,18.9,19119,Petrol,270000.0
3935,Mercedes-Benz S-Class 320 L,Mercedes-Benz,2006,13.0,30000,Petrol,1075000.0
3939,Jeep Compass 2.0 Longitude,Jeep,2018,17.1,26101,Diesel,1755000.0
3940,Maruti Alto K10 LXI,Maruti,2016,24.07,7000,Petrol,300000.0
3941,Skoda Octavia Elegance 2.0,Skoda,2013,19.3,50000,Diesel,1500000.0
3942,Maruti Swift Dzire VDI,Maruti,2016,26.59,30000,Diesel,600000.0
3943,Maruti Ciaz VDi Plus,Maruti,2016,28.09,38151,Diesel,765000.0
3945,Ford Figo Diesel ZXI,Ford,2013,20.0,22000,Diesel,225000.0
3947,Maruti SX4 S Cross,Maruti,2016,22.7,38000,Diesel,785000.0
3949,Honda Jazz Exclusive CVT,Honda,2018,19.0,3000,Petrol,825000.0
3956,Hyundai Creta 1.4 E,Hyundai,2018,21.38,41641,Diesel,1082000.0
3957,Honda Jazz 1.5 SV,Honda,2016,27.3,44345,Diesel,610000.0
3958,Honda City 1.5 S,Honda,2011,17.0,45501,Petrol,310000.0
3963,Hyundai i20 1.2 Magna,Hyundai,2018,18.6,17000,Petrol,650000.0
3966,Volkswagen Vento Diesel Trendline,Volkswagen,2011,20.54,41000,Diesel,400000.0
3967,Hyundai i20 Asta,Hyundai,2011,17.0,24000,Petrol,425000.0
3968,Toyota Corolla Altis G,Toyota,2008,14.53,44738,Petrol,509999.99999999994
3969,Honda City i DTEC,Honda,2014,25.1,37298,Diesel,490000.00000000006
3970,Maruti Swift VXI BSIV,Maruti,2014,20.4,42000,Petrol,360000.0
3971,Mercedes-Benz E-Class 2009-2013 E250,Mercedes-Benz,2016,14.21,45000,Diesel,3400000.0
3974,Mercedes-Benz New C-Class C,Mercedes-Benz,2018,19.27,27467,Diesel,3904999.9999999995
3975,Hyundai Grand i10 Asta,Hyundai,2015,18.9,15305,Petrol,375000.0
3977,Ford EcoSport 1.5 TDCi,Ford,2016,22.77,36778,Diesel,880000.0000000001
3978,Volkswagen Polo 1.2 MPI,Volkswagen,2015,16.47,25845,Petrol,584000.0
3979,Hyundai Verna 1.6 VTVT,Hyundai,2018,17.01,33858,Petrol,902999.9999999999
3980,Renault KWID AMT RXL,Renault,2017,24.04,12000,Petrol,325000.0
3981,Honda Brio S Option,Honda,2013,16.5,33709,Petrol,490000.00000000006
3982,Ford Figo Aspire 1.2,Ford,2018,18.16,32709,Petrol,646000.0
3984,Tata Indigo eCS eLX,Tata,2013,25.0,31000,Diesel,270000.0
3988,Skoda Octavia Style Plus,Skoda,2016,19.3,49000,Diesel,1545000.0
3989,Volkswagen Jetta 2013-2015 2.0L,Volkswagen,2014,16.96,42939,Diesel,1249000.0
3990,Audi Q7 35 TDI,Audi,2016,12.07,32545,Diesel,4876000.0
3993,Hyundai i20 Active 1.4,Hyundai,2015,21.19,27000,Diesel,599000.0
3996,Ford Figo Diesel EXI,Ford,2011,20.0,37000,Diesel,180000.0
3997,Honda Accord 2.4 Inspire,Honda,2012,9.8,42000,Petrol,625000.0
4000,Hyundai Verna 1.6 SX,Hyundai,2013,17.1,44000,Petrol,560000.0
4001,Honda City i VTEC,Honda,2014,17.4,37000,Petrol,645000.0
4002,Hyundai i20 Asta Optional,Hyundai,2012,18.5,50000,Petrol,370000.0
4004,Hyundai i20 Sportz 1.4,Hyundai,2013,21.9,25500,Diesel,355000.0
4005,Maruti Grand Vitara 2.4,Maruti,2017,10.4,25000,Petrol,900000.0
4007,Fiat Punto 1.3 Emotion,Fiat,2011,20.3,45271,Diesel,260000.0
4009,Mahindra XUV500 W10 2WD,Mahindra,2017,16.0,40000,Diesel,1590000.0
4018,Toyota Corolla Altis 1.8,Toyota,2009,14.28,32000,Petrol,495000.0
4023,Hyundai Creta 1.6 SX,Hyundai,2017,13.0,21363,Petrol,1349000.0
4024,Mercedes-Benz CLA 200 CGI,Mercedes-Benz,2016,15.04,40000,Petrol,2450000.0
4025,Honda CR-V 2.4 4WD,Honda,2015,10.1,35000,Petrol,1470000.0
4027,Mercedes-Benz E-Class 2015-2017 E250,Mercedes-Benz,2016,13.0,43252,Diesel,3418000.0
4028,Hyundai Grand i10 CRDi,Hyundai,2014,24.0,42000,Diesel,350000.0
4030,Hyundai Creta 1.6 SX,Hyundai,2018,17.6,14000,Diesel,1125000.0
4032,Maruti Ritz LDi,Maruti,2015,23.2,35314,Diesel,426999.99999999994
4033,Honda City i VTEC,Honda,2017,17.8,38691,Petrol,768000.0
4036,Skoda Rapid 1.5 TDI,Skoda,2015,21.14,44000,Diesel,575000.0
4037,Ford Ecosport 1.5 Ti,Ford,2017,15.8,27000,Petrol,830000.0000000001
4038,Maruti Celerio VXI AT,Maruti,2014,23.1,18500,Petrol,395000.0
4039,Volkswagen Vento Petrol Highline,Volkswagen,2014,15.04,45000,Petrol,480000.0
4041,Toyota Etios Cross 1.4,Toyota,2017,23.59,42000,Diesel,625000.0
4048,BMW X1 sDrive20d,BMW,2016,17.05,45000,Diesel,2850000.0
4049,Honda City ZX CVT,Honda,2006,16.4,44000,Petrol,150000.0
4050,Hyundai i20 Sportz 1.4,Hyundai,2017,22.54,25500,Diesel,700000.0
4055,Skoda Rapid 1.5 TDI,Skoda,2015,21.66,34000,Diesel,799000.0
4057,Audi RS5 Coupe,Audi,2013,11.05,23312,Petrol,4050000.0
4058,Maruti Ciaz ZXi Plus,Maruti,2015,20.73,30000,Petrol,655000.0
4060,Ford Figo Diesel Titanium,Ford,2013,20.0,44731,Diesel,434000.0
4061,Ford Ecosport 1.0 Ecoboost,Ford,2014,18.88,43316,Petrol,622000.0
4063,Jaguar XF 2.2 Litre,Jaguar,2015,16.36,50000,Diesel,3800000.0
4066,Mercedes-Benz B Class B200,Mercedes-Benz,2017,15.0,48161,Diesel,2087000.0
4067,Honda Brio S MT,Honda,2013,19.4,41000,Petrol,310000.0
4068,Hyundai i20 Sportz 1.2,Hyundai,2016,18.6,6000,Petrol,595000.0
4071,Hyundai i10 Sportz 1.1L,Hyundai,2011,19.81,15590,Petrol,225000.0
4074,Honda Amaze S AT,Honda,2014,15.5,49112,Petrol,379000.0
4077,Hyundai i10 Sportz 1.2,Hyundai,2013,16.95,15200,Petrol,385000.0
4079,Maruti Baleno RS Petrol,Maruti,2018,21.1,26731,Petrol,861000.0
4083,Maruti Celerio VXI AT,Maruti,2017,23.1,20000,Petrol,470000.0
4085,Honda Mobilio S i,Honda,2018,17.3,35442,Petrol,732000.0
4087,Honda City 1.5 S,Honda,2012,17.0,26671,Petrol,567000.0
4089,Maruti Ciaz ZDi,Maruti,2015,26.21,46166,Diesel,550000.0
4090,Maruti Wagon R VXI,Maruti,2015,18.9,25200,Petrol,335000.0
4091,Audi A4 3.0 TDI,Audi,2015,14.94,35463,Diesel,2502000.0
4092,Toyota Camry Hybrid 2.5,Toyota,2017,19.16,23249,Petrol,2611000.0
4093,Hyundai i20 Asta 1.2,Hyundai,2016,18.6,40310,Petrol,709000.0
4095,Hyundai Grand i10 1.2,Hyundai,2018,18.9,10000,Petrol,650000.0
4102,Maruti Baleno Delta 1.3,Maruti,2017,27.39,20000,Diesel,850000.0
4104,Mitsubishi Pajero Sport 4X4,Mitsubishi,2019,13.5,11827,Diesel,2711000.0
4107,Hyundai EON D Lite,Hyundai,2016,21.1,25350,Petrol,254999.99999999997
4109,Hyundai Verna 1.6 SX,Hyundai,2014,17.01,45000,Petrol,675000.0
4110,Toyota Corolla Altis JS,Toyota,2015,14.28,46000,Petrol,695000.0
4112,Volkswagen Polo Petrol Comfortline,Volkswagen,2016,16.47,28851,Petrol,618000.0
4115,Maruti Wagon R VXI,Maruti,2014,22.5,38958,Petrol,341000.0
4116,Mitsubishi Pajero Sport 4X4,Mitsubishi,2018,13.5,8900,Diesel,2650000.0
4117,Skoda Octavia Elegance 1.8,Skoda,2015,14.7,38000,Petrol,1600000.0
4118,Hyundai Creta 1.6 CRDi,Hyundai,2017,19.67,44887,Diesel,1213000.0
4121,Datsun redi-GO S,Datsun,2016,22.7,26239,Petrol,275000.0
4123,Mercedes-Benz B Class B180,Mercedes-Benz,2013,14.8,28000,Petrol,1156000.0
4124,Volkswagen Polo GT TSI,Volkswagen,2014,17.21,20364,Petrol,520000.0
4126,Hyundai Creta 1.6 SX,Hyundai,2017,15.29,15731,Petrol,1249000.0
4128,Maruti Swift Dzire ZXI,Maruti,2017,20.85,28000,Petrol,625000.0
4129,Hyundai i20 1.2 Asta,Hyundai,2015,17.0,20045,Petrol,622000.0
4130,Honda BR-V i-VTEC S,Honda,2016,15.4,34004,Petrol,802000.0
4131,Maruti Celerio ZXI,Maruti,2014,23.1,21000,Petrol,375000.0
4133,Hyundai i10 Magna 1.2,Hyundai,2012,20.36,31000,Petrol,225000.0
4134,Toyota Etios Liva V,Toyota,2013,17.71,8950,Petrol,355000.0
4135,Mercedes-Benz E-Class 2015-2017 E250,Mercedes-Benz,2017,15.0,43477,Diesel,3815000.0
4136,Hyundai EON D Lite,Hyundai,2015,21.1,20000,Petrol,266000.0
4137,Maruti Wagon R CNG,Maruti,2014,33.54,47200,CNG,285000.0
4141,Hyundai Creta 1.6 VTVT,Hyundai,2016,15.29,26000,Petrol,1250000.0
4142,Maruti Wagon R LXI,Maruti,2013,20.51,32425,Petrol,300000.0
4145,Volkswagen Polo Petrol Comfortline,Volkswagen,2013,16.47,30000,Petrol,280000.0
4146,Hyundai i10 Magna 1.2,Hyundai,2011,20.36,40496,Petrol,265000.0
4147,Chevrolet Enjoy 1.3 TCDi,Chevrolet,2014,18.2,45000,Diesel,475000.0
4149,Mercedes-Benz E-Class 200 Kompressor,Mercedes-Benz,2011,10.5,34000,Petrol,1900000.0
4154,Hyundai Creta 1.6 VTVT,Hyundai,2015,15.29,48200,Petrol,900000.0
4157,Maruti Wagon R LXI,Maruti,2015,20.51,13008,Petrol,350000.0
4160,Hyundai Creta 1.6 SX,Hyundai,2017,15.8,47183,Petrol,1131000.0
4161,Maruti Wagon R VXI,Maruti,2018,20.51,10000,Petrol,450000.0
4163,Maruti Celerio VXI,Maruti,2017,23.1,3923,Petrol,520000.0
4165,Datsun redi-GO T Option,Datsun,2018,22.7,6279,Petrol,360000.0
4167,Hyundai Elantra CRDi SX,Hyundai,2013,22.7,42000,Diesel,585000.0
4170,Honda Brio VX AT,Honda,2014,16.5,36631,Petrol,430000.0
4171,Maruti Wagon R LXI,Maruti,2011,18.9,34000,Petrol,225000.0
4172,Hyundai i10 Magna 1.1,Hyundai,2013,19.81,49000,Petrol,320000.0
4177,Maruti Baleno Delta,Maruti,2017,21.4,15134,Petrol,637000.0
4180,Hyundai i20 1.2 Magna,Hyundai,2010,18.5,45000,Petrol,190000.0
4182,Maruti Eeco Smiles 5,Maruti,2017,15.1,22874,Petrol,444000.00000000006
4187,Audi Q3 35 TDI,Audi,2015,15.73,28000,Diesel,2375000.0
4189,Volkswagen Jetta 2013-2015 2.0L,Volkswagen,2016,16.96,44340,Diesel,1383000.0
4190,Maruti Baleno RS 1.0,Maruti,2017,21.1,16900,Petrol,699000.0
4193,Chevrolet Beat LT,Chevrolet,2012,18.6,24735,Petrol,287000.0
4199,Mahindra Scorpio VLX AT,Mahindra,2011,11.79,50000,Diesel,600000.0
4201,Honda City i-DTEC SV,Honda,2015,25.6,39000,Diesel,549000.0
4202,Volkswagen Polo Diesel Comfortline,Volkswagen,2015,22.07,46190,Diesel,586000.0
4204,Volkswagen Vento 1.6 Highline,Volkswagen,2016,16.09,33000,Petrol,770000.0
4205,Honda City i VTEC,Honda,2017,17.4,27279,Petrol,947000.0000000001
4209,Maruti Alto 800 LXI,Maruti,2015,22.74,25000,Petrol,275000.0
4212,Maruti Wagon R VXI,Maruti,2015,18.9,43053,Petrol,465000.00000000006
4216,Hyundai Verna VTVT 1.6,Hyundai,2014,17.0,46676,Petrol,775000.0
4218,Mercedes-Benz E-Class 2009-2013 E250,Mercedes-Benz,2014,14.21,34233,Diesel,2250000.0
4219,BMW X6 xDrive30d,BMW,2014,11.2,39626,Diesel,4065999.9999999995
4223,Ford Endeavour 3.2 Trend,Ford,2016,10.91,43000,Diesel,2650000.0
4226,Hyundai i10 Asta,Hyundai,2011,20.36,43000,Petrol,249000.00000000003
4227,Honda Brio VX AT,Honda,2013,16.5,47000,Petrol,540000.0
4228,Maruti Wagon R AMT,Maruti,2017,20.51,34000,Petrol,434999.99999999994
4229,Audi Q3 30 TDI,Audi,2018,18.51,22060,Diesel,3272999.9999999995
4232,Audi A4 35 TDI,Audi,2015,18.25,13506,Diesel,2166000.0
4233,Renault KWID RXT Optional,Renault,2016,25.17,16000,Petrol,299000.0
4234,Maruti Alto 800 2016-2019,Maruti,2016,24.7,31006,Petrol,261000.0
4236,Toyota Corolla Altis 2008-2013,Toyota,2015,14.53,43000,Petrol,1250000.0
4237,Ford Figo 2015-2019 1.5D,Ford,2015,25.83,45000,Diesel,550000.0
4238,Honda Brio S MT,Honda,2014,19.4,28637,Petrol,553000.0
4246,Toyota Corolla H2,Toyota,2008,13.4,48233,Petrol,180000.0
4248,Hyundai EON Era Plus,Hyundai,2015,21.1,34063,Petrol,401000.0
4249,Honda Amaze S Petrol,Honda,2013,19.5,32576,Petrol,315000.0
4250,Ford Figo Aspire 1.5,Ford,2015,17.01,28843,Petrol,549000.0
4251,Renault Duster 110PS Diesel,Renault,2016,19.6,26000,Diesel,1000000.0
4252,Honda City V AT,Honda,2013,15.6,39000,Petrol,455000.0
4254,Hyundai i10 Magna 1.2,Hyundai,2011,20.36,38002,Petrol,215000.0
4255,Chevrolet Spark 1.0 LS,Chevrolet,2010,18.0,49000,Petrol,140000.0
4258,Honda Jazz 1.2 V,Honda,2015,18.7,20568,Petrol,560000.0
4259,Hyundai Creta 1.6 SX,Hyundai,2015,15.29,26000,Petrol,950000.0
4261,Datsun redi-GO T Option,Datsun,2017,22.7,27509,Petrol,331000.0
4262,Hyundai Xcent 1.2 Kappa,Hyundai,2016,19.1,36216,Petrol,544000.0
4263,Mercedes-Benz E-Class 230 E,Mercedes-Benz,2009,10.0,28888,Petrol,756000.0
4265,Maruti Celerio ZXI,Maruti,2018,23.1,31396,Petrol,553000.0
4271,Maruti Celerio VXI AT,Maruti,2015,23.1,26725,Petrol,425000.0
4272,Maruti Ertiga VDI,Maruti,2014,20.77,45617,Diesel,585000.0
4273,Mercedes-Benz A Class A180,Mercedes-Benz,2013,20.0,37000,Diesel,1300000.0
4276,Renault KWID RXT,Renault,2015,25.17,28000,Petrol,265000.0
4277,Renault KWID RXT,Renault,2017,25.17,4700,Petrol,300000.0
4280,Toyota Innova Crysta 2.8,Toyota,2016,11.36,42000,Diesel,1960000.0000000002
4289,Hyundai i20 Sportz 1.2,Hyundai,2015,18.6,40901,Petrol,576000.0
4290,Hyundai i10 Magna 1.2,Hyundai,2013,20.36,36264,Petrol,432000.0
4292,Volkswagen Ameo 1.2 MPI,Volkswagen,2018,17.0,20000,Petrol,550000.0
4296,Maruti Wagon R VXI,Maruti,2018,22.5,1997,Petrol,445000.0
4297,Maruti Vitara Brezza ZDi,Maruti,2016,24.3,47300,Diesel,885000.0
4299,Volkswagen Vento Diesel Comfortline,Volkswagen,2013,20.54,47910,Diesel,488999.99999999994
4303,Mahindra XUV500 W8 2WD,Mahindra,2013,16.0,44000,Diesel,725000.0
4309,Maruti Wagon R AMT,Maruti,2016,20.51,35000,Petrol,550000.0
4310,Datsun GO NXT,Datsun,2016,20.63,6000,Petrol,270000.0
4313,Hyundai i20 1.2 Magna,Hyundai,2014,18.5,44612,Petrol,407000.0
4314,Toyota Innova Crysta 2.8,Toyota,2016,11.36,42388,Diesel,1800000.0
4318,Toyota Fortuner 4x2 AT,Toyota,2015,12.55,36000,Diesel,2150000.0
4320,Honda Jazz 1.5 V,Honda,2016,27.3,35000,Diesel,550000.0
4323,BMW X1 xDrive 20d,BMW,2017,20.68,27001,Diesel,2900000.0
4324,Maruti Swift DDiS VDI,Maruti,2019,28.4,41075,Diesel,840000.0
4325,Mahindra KUV 100 mFALCON,Mahindra,2016,25.32,26000,Diesel,650000.0
4327,Maruti Swift ZXI,Maruti,2016,20.4,19000,Petrol,555000.0
4328,Hyundai Grand i10 Asta,Hyundai,2016,18.9,15000,Petrol,535000.0
4329,Honda Amaze SX i-VTEC,Honda,2016,17.8,37000,Petrol,525000.0
4330,Hyundai Grand i10 1.2,Hyundai,2017,18.9,38712,Petrol,587000.0
4332,Maruti Ciaz 1.3 S,Maruti,2016,28.09,23988,Diesel,775000.0
4333,Volkswagen Vento Petrol Highline,Volkswagen,2014,14.4,32283,Petrol,541000.0
4335,Honda Brio VX AT,Honda,2016,16.5,32000,Petrol,525000.0
4336,Honda City i VTEC,Honda,2014,17.4,39000,Petrol,625000.0
4337,Tata Nano XT,Tata,2017,23.9,14149,Petrol,347000.0
4340,Skoda Superb Elegance 1.8,Skoda,2015,13.7,34000,Petrol,1365000.0
4342,Maruti Swift ZXI Plus,Maruti,2018,22.0,2000,Petrol,775000.0
4344,BMW 3 Series 320i,BMW,2011,12.05,7000,Petrol,975000.0
4345,Mercedes-Benz GLA Class 200,Mercedes-Benz,2015,17.9,27000,Diesel,2300000.0
4346,Toyota Innova Crysta 2.4,Toyota,2019,13.68,31271,Diesel,2142000.0
4348,Maruti Swift VDI BSIV,Maruti,2014,25.2,24000,Diesel,521000.0
4353,Mercedes-Benz New C-Class C,Mercedes-Benz,2016,19.27,20000,Diesel,3300000.0
4354,Toyota Etios G,Toyota,2011,17.6,45560,Petrol,220000.00000000003
4358,Hyundai EON Magna,Hyundai,2016,22.0,27886,Petrol,285000.0
4364,Maruti Zen Estilo LXI,Maruti,2011,19.0,20575,Petrol,200000.0
4365,Honda Amaze S i-VTEC,Honda,2013,17.8,39879,Petrol,389000.0
4366,Renault KWID 1.0 RXL,Renault,2017,23.01,31056,Petrol,360000.0
4372,Hyundai Xcent 1.2 Kappa,Hyundai,2017,19.1,38932,Petrol,621000.0
4374,Hyundai Xcent 1.1 CRDi,Hyundai,2016,24.4,29000,Diesel,595000.0
4378,Mercedes-Benz New C-Class 220,Mercedes-Benz,2015,15.8,26000,Diesel,2600000.0
4379,Hyundai i10 Sportz,Hyundai,2016,20.36,19947,Petrol,450000.0
4384,Audi Q7 4.2 TDI,Audi,2015,11.33,50000,Diesel,4800000.0
4388,Toyota Corolla Altis 1.8,Toyota,2015,14.28,49000,Petrol,894999.9999999999
4390,Toyota Corolla Altis GL,Toyota,2016,14.28,33690,Petrol,1460000.0
4391,Audi A6 2011-2015 2.0,Audi,2012,17.68,50000,Diesel,1750000.0
4392,Maruti Ertiga ZDI,Maruti,2012,20.77,38092,Diesel,520000.0
4393,Hyundai Grand i10 Sportz,Hyundai,2017,18.9,47774,Petrol,604000.0
4396,Volkswagen Polo Petrol Highline,Volkswagen,2011,15.26,46000,Petrol,235000.0
4397,Tata Tiago 1.2 Revotron,Tata,2017,23.84,16500,Petrol,500000.0
4398,Honda City i VTEC,Honda,2016,17.8,39000,Petrol,695000.0
4399,Honda Amaze V Petrol,Honda,2018,19.5,6000,Petrol,670000.0
4403,Honda City 1.5 S,Honda,2013,17.0,46000,Petrol,509999.99999999994
4404,Maruti Wagon R LXI,Maruti,2010,22.5,12000,Petrol,245000.00000000003
4405,Skoda Superb 2.8 V6,Skoda,2005,9.3,13002,Petrol,325000.0
4406,Honda City i DTEC,Honda,2014,26.0,26000,Diesel,550000.0
4410,Hyundai i20 Magna 1.2,Hyundai,2015,18.6,21000,Petrol,490000.00000000006
4412,BMW 3 Series GT,BMW,2015,19.59,36255,Diesel,3300000.0
4414,Honda Amaze S i-Vtech,Honda,2014,18.0,48997,Petrol,521000.0
4415,Ford EcoSport 1.5 Ti,Ford,2014,15.85,31130,Petrol,575000.0
4417,Toyota Corolla 1.8 J,Toyota,2015,14.53,12000,Petrol,1100000.0
4419,Mercedes-Benz New C-Class C220,Mercedes-Benz,2019,15.8,17320,Diesel,3799000.0
4423,Honda Amaze S i-Vtech,Honda,2015,18.0,34327,Petrol,540000.0
4426,Datsun Redi GO Sport,Datsun,2017,22.7,12000,Petrol,310000.0
4428,Maruti Alto 800 VXI,Maruti,2016,22.74,24300,Petrol,244000.0
4434,Maruti Alto 800 2016-2019,Maruti,2019,24.7,3000,Petrol,350000.0
4436,Hyundai Verna 1.6 CRDi,Hyundai,2016,19.08,33000,Diesel,869999.9999999999
4439,Chevrolet Spark 1.0 LS,Chevrolet,2007,18.0,42100,Petrol,99000.0
4440,Hyundai Grand i10 1.2,Hyundai,2018,18.9,4500,Petrol,480000.0
4447,Toyota Innova Crysta 2.8,Toyota,2019,11.36,14076,Diesel,1939999.9999999998
4452,Renault Duster 85PS Diesel,Renault,2013,19.87,41000,Diesel,550000.0
4453,Mitsubishi Pajero 2.8 SFX,Mitsubishi,2012,10.5,45999,Diesel,1100000.0
4454,Maruti Celerio VXI AT,Maruti,2015,23.1,50000,Petrol,390000.0
4456,Hyundai Elite i20 Petrol,Hyundai,2016,18.6,37540,Petrol,622000.0
